股票代码,股票简称,最新涨跌幅,个股热度[20250609],个股热度排名[20250609],market_code,code,最新价
002467.SZ,二六三,10.049,321468.5,1,33,002467,
603019.SH,中科曙光,,252752.5,2,17,603019,
002298.SZ,中电鑫龙,9.959,213863.0,3,33,002298,
600468.SH,百利电气,9.959,176344.0,4,17,600468,
003040.SZ,楚天龙,10.028,170958.0,5,33,003040,
002250.SZ,联化科技,6.934,159112.5,6,33,002250,
002104.SZ,恒宝股份,4.356,151150.5,7,33,002104,
002639.SZ,雪人股份,-1.225,147283.0,8,33,002639,
603042.SH,华脉科技,10.018,129060.0,9,17,603042,
002177.SZ,御银股份,-3.206,127470.5,10,33,002177,
600610.SH,中毅达,5.333,117001.0,11,17,600610,16.00
002546.SZ,新联电子,10.055,106082.0,12,33,002546,
000815.SZ,美利云,10.041,104482.5,13,33,000815,
000701.SZ,厦门信达,10.083,102387.0,14,33,000701,
603123.SH,翠微股份,-7.828,101982.0,15,17,603123,
601789.SH,宁波建工,9.925,101586.0,16,17,601789,
605099.SH,共创草坪,9.997,99770.5,17,17,605099,
000506.SZ,中润资源,9.988,92991.5,18,33,000506,
000533.SZ,顺钠股份,4.725,91620.0,19,33,000533,
002471.SZ,中超控股,-1.563,90569.5,20,33,002471,
603017.SH,中衡设计,10.018,89406.0,21,17,603017,
002951.SZ,金时科技,9.982,86683.5,22,33,002951,
603679.SH,华体科技,10.014,82918.5,23,17,603679,
000599.SZ,青岛双星,10.000,82106.5,24,33,000599,
000889.SZ,中嘉博创,10.092,81013.0,25,33,000889,
300651.SZ,金陵体育,8.918,77602.5,26,33,300651,
000722.SZ,湖南发展,9.977,71870.0,27,33,000722,
300368.SZ,汇金股份,6.950,71065.5,28,33,300368,
603879.SH,永悦科技,10.034,69352.0,29,17,603879,
002366.SZ,融发核电,-0.437,68445.0,30,33,002366,
605388.SH,均瑶健康,5.797,67598.5,31,17,605388,
603226.SH,菲林格尔,9.960,66817.5,32,17,603226,
600589.SH,大位科技,1.430,66343.5,33,17,600589,
002190.SZ,成飞集成,-4.368,64023.0,34,33,002190,
002213.SZ,大为股份,10.007,62077.5,35,33,002213,
601212.SH,白银有色,10.000,59985.0,36,17,601212,
002522.SZ,浙江众成,9.938,59163.0,37,33,002522,
600844.SH,丹化科技,10.164,58902.0,38,17,600844,
300758.SZ,七彩化学,0.326,58784.0,39,33,300758,
688041.SH,海光信息,,58280.5,40,17,688041,
002716.SZ,湖南白银,9.887,58122.0,41,33,002716,
600082.SH,海泰发展,9.952,57377.5,42,17,600082,
002261.SZ,拓维信息,-2.665,55811.5,43,33,002261,
002537.SZ,海联金汇,-7.816,55714.5,44,33,002537,
002123.SZ,梦网科技,3.763,54784.0,45,33,002123,
300584.SZ,海辰药业,20.000,54501.0,46,33,300584,
600800.SH,渤海化学,10.101,54064.0,47,17,600800,
300468.SZ,四方精创,-7.550,54008.0,48,33,300468,
600520.SH,三佳科技,0.182,53962.5,49,17,600520,
002735.SZ,王子新材,0.969,53711.0,50,33,002735,
603906.SH,龙蟠科技,3.779,53515.0,51,17,603906,
300921.SZ,南凌科技,19.993,53342.0,52,33,300921,
002153.SZ,石基信息,10.012,52257.0,53,33,002153,
603585.SH,苏利股份,9.983,51701.0,54,17,603585,
002082.SZ,万邦德,5.733,51428.0,55,33,002082,
002882.SZ,金龙羽,5.856,49787.5,56,33,002882,
600151.SH,航天机电,10.061,49333.5,57,17,600151,
000558.SZ,天府文旅,5.502,48778.5,58,33,000558,
300255.SZ,常山药业,15.115,48689.0,59,33,300255,
000665.SZ,湖北广电,4.364,48503.5,60,33,000665,
600939.SH,重庆建工,9.880,48370.0,61,17,600939,
002940.SZ,昂利康,9.978,48233.0,62,33,002940,
002657.SZ,中科金财,-6.893,48145.0,63,33,002657,
603093.SH,南华期货,7.972,46372.0,64,17,603093,
002094.SZ,青岛金王,-1.053,46152.5,65,33,002094,
300963.SZ,中洲特材,6.263,46103.5,66,33,300963,
002734.SZ,利民股份,-0.301,45773.0,67,33,002734,
603086.SH,先达股份,-7.638,45639.5,68,17,603086,
603032.SH,德新科技,10.038,45269.0,69,17,603032,
002229.SZ,鸿博股份,-3.839,44819.0,70,33,002229,
002826.SZ,易明医药,9.973,44407.0,71,33,002826,
000603.SZ,盛达资源,10.000,43221.5,72,33,000603,
003010.SZ,若羽臣,-1.902,42690.0,73,33,003010,
603045.SH,福达合金,10.030,42666.5,74,17,603045,
603056.SH,德邦股份,-9.995,42065.5,75,17,603056,
002427.SZ,尤夫股份,-1.576,41862.5,76,33,002427,
603333.SH,尚纬股份,-8.369,40937.5,77,17,603333,
603680.SH,今创集团,10.038,40796.5,78,17,603680,
002365.SZ,永安药业,4.772,40309.0,79,33,002365,
603686.SH,福龙马,1.036,39650.5,80,17,603686,
300546.SZ,雄帝科技,-10.557,39620.5,81,33,300546,
300765.SZ,新诺威,20.000,39498.5,82,33,300765,
000409.SZ,云鼎科技,5.203,38683.0,83,33,000409,
603083.SH,剑桥科技,7.841,38658.0,84,17,603083,
000695.SZ,滨海能源,-6.745,37915.0,85,33,000695,
300502.SZ,新易盛,2.921,37507.5,86,33,300502,
002391.SZ,长青股份,9.947,37382.0,87,33,002391,
000903.SZ,云内动力,-3.297,37329.5,88,33,000903,
600322.SH,津投城开,10.163,36836.5,89,17,600322,
603829.SH,洛凯股份,9.994,36567.0,90,17,603829,
600760.SH,中航沈飞,0.807,36300.5,91,17,600760,
600232.SH,金鹰股份,10.035,35971.5,92,17,600232,
600111.SH,北方稀土,0.208,35894.0,93,17,600111,
600221.SH,海航控股,0.746,35706.5,94,17,600221,
300204.SZ,舒泰神,-4.525,34686.5,95,33,300204,
600735.SH,新华锦,9.976,34660.5,96,17,600735,
300530.SZ,领湃科技,9.117,34537.5,97,33,300530,
001298.SZ,好上好,5.799,34416.5,98,33,001298,
605033.SH,美邦股份,9.985,34275.0,99,17,605033,
302132.SZ,中航成飞,3.932,33751.5,100,33,302132,
002130.SZ,沃尔核材,0.519,33697.0,101,33,002130,
600259.SH,广晟有色,-3.249,33465.0,102,17,600259,
600644.SH,乐山电力,0.195,33285.0,103,17,600644,
300340.SZ,科恒股份,6.159,33163.5,104,33,300340,
000625.SZ,长安汽车,-1.079,33054.5,105,33,000625,
603300.SH,海南华铁,-1.998,32825.0,106,17,603300,
002342.SZ,巨力索具,-4.611,32753.0,107,33,002342,
600178.SH,东安动力,-4.127,32627.0,108,17,600178,
300065.SZ,海兰信,2.758,32538.0,109,33,300065,
601086.SH,国芳集团,-3.174,32309.0,110,17,601086,
002594.SZ,比亚迪,-0.219,32192.0,111,33,002594,
002475.SZ,立讯精密,-0.980,31168.0,112,33,002475,
000831.SZ,中国稀土,-0.566,31112.0,113,33,000831,
002491.SZ,通鼎互联,5.097,30939.0,114,33,002491,
002878.SZ,元隆雅图,-5.981,30861.0,115,33,002878,
300308.SZ,中际旭创,0.554,30792.5,116,33,300308,
603937.SH,丽岛新材,10.021,30520.0,117,17,603937,
603049.SH,中策橡胶,-5.334,30486.0,118,17,603049,
000981.SZ,山子高科,3.302,29894.5,119,33,000981,
000566.SZ,海南海药,3.236,29744.5,120,33,000566,
600698.SH,湖南天雁,-8.112,29513.0,121,17,600698,
603011.SH,合锻智能,-6.336,29432.0,122,17,603011,
300779.SZ,惠城环保,-2.032,29140.0,123,33,300779,
605066.SH,天正电气,1.921,29125.5,124,17,605066,
002465.SZ,海格通信,-2.709,28871.5,125,33,002465,
000977.SZ,浪潮信息,1.031,28719.0,126,33,000977,
300570.SZ,太辰光,7.367,28422.5,127,33,300570,
002093.SZ,国脉科技,3.777,28090.0,128,33,002093,
301005.SZ,超捷股份,2.790,28089.0,129,33,301005,
002165.SZ,红宝丽,-0.920,28047.5,130,33,002165,
002115.SZ,三维通信,-1.400,27841.5,131,33,002115,
000530.SZ,冰山冷热,1.987,26835.0,132,33,000530,
300095.SZ,华伍股份,8.264,26815.0,133,33,300095,
000953.SZ,河化股份,-9.953,26159.0,134,33,000953,
002431.SZ,棕榈股份,-6.908,26155.0,135,33,002431,
605122.SH,四方新材,9.974,26096.0,136,17,605122,
002510.SZ,天汽模,-0.150,26090.5,137,33,002510,
002969.SZ,嘉美包装,-4.668,25601.5,138,33,002969,
301306.SZ,西测测试,11.064,25002.0,139,33,301306,
000510.SZ,新金路,2.196,24866.5,140,33,000510,
002550.SZ,千红制药,3.285,24775.5,141,33,002550,
002148.SZ,北纬科技,3.725,24758.5,142,33,002148,
603986.SH,兆易创新,4.699,24440.5,143,17,603986,
605005.SH,合兴股份,-10.000,24133.0,144,17,605005,
603518.SH,锦泓集团,-7.543,24024.5,145,17,603518,
601008.SH,连云港,0.000,23975.0,146,17,601008,
002629.SZ,仁智股份,9.981,23902.5,147,33,002629,
300672.SZ,国科微,5.477,23808.5,148,33,300672,
600794.SH,保税科技,1.991,23788.0,149,17,600794,
603169.SH,兰石重装,-4.281,23684.5,150,17,603169,
300872.SZ,天阳科技,-1.000,23511.0,151,33,300872,
002194.SZ,武汉凡谷,-3.747,23470.0,152,33,002194,
600751.SH,海航科技,9.032,23443.0,153,17,600751,
600403.SH,大有能源,9.920,23424.5,154,17,600403,
002347.SZ,泰尔股份,-8.970,23410.0,155,33,002347,
301316.SZ,慧博云通,4.846,23232.0,156,33,301316,
301078.SZ,孩子王,0.746,23225.5,157,33,301078,
002074.SZ,国轩高科,1.080,22641.0,158,33,002074,
605136.SH,丽人丽妆,0.694,22623.5,159,17,605136,
002580.SZ,圣阳股份,-4.189,22584.5,160,33,002580,
600126.SH,杭钢股份,-2.340,22575.0,161,17,600126,
300394.SZ,天孚通信,3.039,22409.0,162,33,300394,
000158.SZ,常山北明,-2.287,22309.5,163,33,000158,
002090.SZ,金智科技,-6.339,22235.5,164,33,002090,
300773.SZ,拉卡拉,-3.393,22123.0,165,33,300773,
300476.SZ,胜宏科技,-0.802,22023.0,166,33,300476,
600392.SH,盛和资源,-0.691,21826.0,167,17,600392,
301230.SZ,泓博医药,-0.182,21769.0,168,33,301230,
002612.SZ,朗姿股份,-3.529,21642.5,169,33,002612,
002741.SZ,光华科技,4.382,21559.0,170,33,002741,
002757.SZ,南兴股份,3.423,21448.0,171,33,002757,
000565.SZ,渝三峡A,-1.626,21407.5,172,33,000565,
002335.SZ,科华数据,2.449,21290.0,173,33,002335,
002265.SZ,建设工业,-3.375,21240.5,174,33,002265,
601727.SH,上海电气,0.807,21233.5,175,17,601727,
002395.SZ,双象股份,4.490,20940.0,176,33,002395,
300059.SZ,东方财富,-1.136,20644.0,177,33,300059,
002345.SZ,潮宏基,-6.416,20363.5,178,33,002345,
002640.SZ,跨境通,-1.720,20322.0,179,33,002640,
002317.SZ,众生药业,4.036,20283.5,180,33,002317,
002173.SZ,创新医疗,1.932,20240.5,181,33,002173,
300766.SZ,每日互动,5.117,20194.5,182,33,300766,
600797.SH,浙大网新,1.443,20181.5,183,17,600797,
600250.SH,南京商旅,2.525,20132.5,184,17,600250,
002184.SZ,海得控制,0.383,19863.5,185,33,002184,
601012.SH,隆基绿能,-0.207,19850.5,186,17,601012,
601933.SH,永辉超市,0.596,19828.0,187,17,601933,
300674.SZ,宇信科技,-6.549,19546.0,188,33,300674,
002037.SZ,保利联合,6.095,19541.0,189,33,002037,
002463.SZ,沪电股份,0.825,19515.0,190,33,002463,
002195.SZ,岩山科技,-1.429,19415.5,191,33,002195,
300082.SZ,奥克股份,-9.864,19350.0,192,33,300082,
688316.SH,青云科技,15.314,19266.5,193,17,688316,
002651.SZ,利君股份,-3.240,19185.0,194,33,002651,
603657.SH,春光科技,7.239,18874.0,195,17,603657,
002570.SZ,贝因美,-1.777,18794.0,196,33,002570,
000612.SZ,焦作万方,2.267,18744.0,197,33,000612,
002992.SZ,宝明科技,9.998,18704.5,198,33,002992,
600550.SH,保变电气,-0.336,18688.0,199,17,600550,
600279.SH,重庆港,4.221,18650.5,200,17,600279,
002456.SZ,欧菲光,-0.748,18648.5,201,33,002456,
000735.SZ,罗牛山,8.363,18638.0,202,33,000735,
301212.SZ,联盛化学,2.850,18599.0,203,33,301212,
002339.SZ,积成电子,-0.904,18579.0,204,33,002339,
000678.SZ,襄阳轴承,-3.856,18502.0,205,33,000678,
600839.SH,四川长虹,-1.276,18314.5,206,17,600839,
600186.SH,莲花控股,1.929,18255.0,207,17,600186,
002907.SZ,华森制药,-6.804,18086.5,208,33,002907,
000066.SZ,中国长城,0.339,17808.0,209,33,000066,
002669.SZ,康达新材,5.226,17779.0,210,33,002669,
835207.BJ,众诚科技,22.888,17774.5,211,151,835207,
000333.SZ,美的集团,0.598,17759.0,212,33,000333,
300946.SZ,恒而达,-12.298,17706.0,213,33,300946,
300804.SZ,广康生化,5.422,17469.5,214,33,300804,
003035.SZ,南网能源,-5.075,17469.0,215,33,003035,
000737.SZ,北方铜业,5.145,17461.5,216,33,000737,
002055.SZ,得润电子,-3.561,17434.5,217,33,002055,
603390.SH,通达电气,-2.626,17410.0,218,17,603390,
300548.SZ,博创科技,1.874,17401.0,219,33,300548,
600105.SH,永鼎股份,-0.492,17301.0,220,17,600105,
300513.SZ,恒实科技,4.149,17272.0,221,33,300513,
002355.SZ,兴民智通,2.660,17201.5,222,33,002355,
601007.SH,金陵饭店,-4.529,17072.5,223,17,601007,
601127.SH,赛力斯,-0.686,16980.5,224,17,601127,
002584.SZ,西陇科学,-3.603,16947.0,225,33,002584,
603076.SH,乐惠国际,-1.065,16893.5,226,17,603076,
300435.SZ,中泰股份,4.570,16865.0,227,33,300435,
000858.SZ,五粮液,0.048,16851.5,228,33,000858,
603392.SH,万泰生物,-7.504,16784.0,229,17,603392,
002648.SZ,卫星化学,-0.351,16683.0,230,33,002648,
600418.SH,江淮汽车,0.114,16662.0,231,17,600418,
600519.SH,贵州茅台,-0.503,16656.5,232,17,600519,
002389.SZ,航天彩虹,-2.679,16631.5,233,33,002389,
002292.SZ,奥飞娱乐,-2.562,16631.0,234,33,002292,
002549.SZ,凯美特气,-1.543,16490.0,235,33,002549,
603501.SH,韦尔股份,-0.151,16425.0,236,17,603501,
603607.SH,京华激光,-0.766,16409.0,237,17,603607,
600650.SH,锦江在线,-10.011,16398.5,238,17,600650,
688183.SH,生益电子,7.996,16364.0,239,17,688183,
605006.SH,山东玻纤,2.849,16352.5,240,17,605006,
300474.SZ,景嘉微,4.500,16183.5,241,33,300474,
300846.SZ,首都在线,3.936,16175.5,242,33,300846,
603688.SH,石英股份,5.126,16131.0,243,17,603688,
002519.SZ,银河电子,2.321,16098.0,244,33,002519,
603993.SH,洛阳钼业,3.973,16095.5,245,17,603993,
603106.SH,恒银科技,-1.225,16087.5,246,17,603106,
600763.SH,通策医疗,-0.427,16065.5,247,17,600763,
300607.SZ,拓斯达,3.591,16059.5,248,33,300607,
002258.SZ,利尔化学,5.477,16051.5,249,33,002258,
600410.SH,华胜天成,-1.662,15973.0,250,17,600410,
600900.SH,长江电力,0.638,15934.5,251,17,600900,
300678.SZ,中科信息,1.588,15930.0,252,33,300678,
002230.SZ,科大讯飞,0.329,15911.0,253,33,002230,
603823.SH,百合花,-4.549,15836.5,254,17,603823,
603956.SH,威派格,-4.261,15726.0,255,17,603956,
002050.SZ,三花智控,-3.470,15659.5,256,33,002050,
002040.SZ,南京港,0.894,15513.5,257,33,002040,
002131.SZ,利欧股份,-1.907,15498.0,258,33,002131,
000810.SZ,创维数字,5.338,15466.5,259,33,000810,
002031.SZ,巨轮智能,-2.549,15399.5,260,33,002031,
002617.SZ,露笑科技,-2.346,15339.5,261,33,002617,
002846.SZ,英联股份,4.917,15305.5,262,33,002846,
000063.SZ,中兴通讯,0.342,15252.5,263,33,000063,
002227.SZ,奥特迅,4.951,15204.5,264,33,002227,
300327.SZ,中颖电子,1.373,14966.0,265,33,300327,
601138.SH,工业富联,-1.216,14903.5,266,17,601138,
300315.SZ,掌趣科技,-4.137,14893.5,267,33,300315,
601858.SH,中国科传,4.565,14834.0,268,17,601858,
003009.SZ,中天火箭,1.333,14829.0,269,33,003009,
300945.SZ,曼卡龙,-7.585,14818.5,270,33,300945,
300180.SZ,华峰超纤,-2.008,14734.0,271,33,300180,
002987.SZ,京北方,-4.218,14683.0,272,33,002987,
002015.SZ,协鑫能科,-0.930,14660.0,273,33,002015,
603068.SH,博通集成,5.919,14657.5,274,17,603068,
600030.SH,中信证券,-0.764,14590.5,275,17,600030,
300920.SZ,润阳科技,16.658,14539.0,276,33,300920,
603900.SH,莱绅通灵,-5.451,14468.5,277,17,603900,
002103.SZ,广博股份,-8.247,14437.0,278,33,002103,
002654.SZ,万润科技,1.508,14407.0,279,33,002654,
301123.SZ,奕东电子,0.282,14381.0,280,33,301123,
603023.SH,威帝股份,4.010,14337.0,281,17,603023,
600391.SH,航发科技,-3.647,14177.0,282,17,600391,
605599.SH,菜百股份,-4.341,14158.5,283,17,605599,
000555.SZ,神州信息,-2.728,14153.0,284,33,000555,
600309.SH,万华化学,1.143,14149.5,285,17,600309,
603336.SH,宏辉果蔬,2.970,14141.5,286,17,603336,
002418.SZ,康盛股份,-1.833,14110.5,287,33,002418,
301209.SZ,联合化学,8.582,13989.5,288,33,301209,
301026.SZ,浩通科技,11.721,13984.0,289,33,301026,
000989.SZ,九芝堂,-1.225,13918.5,290,33,000989,
603577.SH,汇金通,-8.197,13916.0,291,17,603577,
002241.SZ,歌尔股份,-1.440,13850.5,292,33,002241,
002605.SZ,姚记科技,6.280,13826.5,293,33,002605,
300043.SZ,星辉娱乐,-6.179,13818.5,294,33,300043,
000426.SZ,兴业银锡,8.211,13721.5,295,33,000426,
300748.SZ,金力永磁,-2.580,13711.0,296,33,300748,
002278.SZ,神开股份,-2.586,13658.0,297,33,002278,
600522.SH,中天科技,2.408,13653.0,298,17,600522,
002255.SZ,海陆重工,-2.289,13521.0,299,33,002255,
300353.SZ,东土科技,-2.762,13439.0,300,33,300353,
300040.SZ,九洲集团,-0.949,13434.5,301,33,300040,
000826.SZ,启迪环境,-1.370,13394.0,302,33,000826,
002526.SZ,山东矿机,-3.242,13362.0,303,33,002526,
000559.SZ,万向钱潮,-1.772,13357.5,304,33,000559,
600006.SH,东风股份,-1.351,13320.5,305,17,600006,
301536.SZ,星宸科技,4.075,13298.0,306,33,301536,
300058.SZ,蓝色光标,0.634,13271.0,307,33,300058,
600116.SH,三峡水利,2.339,13250.0,308,17,600116,
002731.SZ,萃华珠宝,-6.855,13208.0,309,33,002731,
601788.SH,光大证券,-4.128,13198.5,310,17,601788,
002900.SZ,哈三联,-4.221,13186.0,311,33,002900,
601061.SH,中信金属,6.815,13070.5,312,17,601061,
300703.SZ,创源股份,-4.071,13040.5,313,33,300703,
301277.SZ,新天地,5.978,12991.0,314,33,301277,
002717.SZ,ST岭南,0.516,12982.0,315,33,002717,
002276.SZ,万马股份,-1.632,12938.0,316,33,002276,
000886.SZ,海南高速,5.333,12916.0,317,33,000886,
002162.SZ,悦心健康,-1.952,12907.5,318,33,002162,
002645.SZ,华宏科技,3.477,12828.0,319,33,002645,
002277.SZ,友阿股份,-1.473,12807.0,320,33,002277,
000651.SZ,格力电器,-0.156,12684.5,321,33,000651,
001338.SZ,永顺泰,-3.838,12671.0,322,33,001338,
600171.SH,上海贝岭,-0.119,12607.0,323,17,600171,
002364.SZ,中恒电气,0.753,12563.0,324,33,002364,
603881.SH,数据港,0.760,12556.0,325,17,603881,
600601.SH,方正科技,-1.483,12529.0,326,17,600601,
601606.SH,长城军工,-5.501,12455.0,327,17,601606,
000519.SZ,中兵红箭,-0.778,12434.0,328,33,000519,
000725.SZ,京东方A,0.000,12418.5,329,33,000725,
300003.SZ,乐普医疗,-2.572,12407.5,330,33,300003,
600686.SH,金龙汽车,-2.676,12380.5,331,17,600686,
603332.SH,苏州龙杰,-4.923,12336.5,332,17,603332,
002251.SZ,步步高,-1.134,12183.5,333,33,002251,
002181.SZ,粤传媒,-2.885,12121.5,334,33,002181,
300753.SZ,爱朋医疗,6.712,12042.0,335,33,300753,
603166.SH,福达股份,3.713,12029.5,336,17,603166,
301590.SZ,优优绿能,4.394,12023.0,337,33,301590,
001258.SZ,立新能源,-3.170,11968.0,338,33,001258,
605123.SH,派克新材,4.666,11813.0,339,17,605123,
603366.SH,日出东方,1.169,11810.0,340,17,603366,
601318.SH,中国平安,-1.074,11805.0,341,17,601318,
600276.SH,恒瑞医药,-0.149,11803.0,342,17,600276,
600206.SH,有研新材,-0.287,11746.5,343,17,600206,
002827.SZ,高争民爆,6.559,11695.5,344,33,002827,
002161.SZ,远望谷,0.755,11651.0,345,33,002161,
000859.SZ,国风新材,-3.929,11531.5,346,33,000859,
600495.SH,晋西车轴,-3.748,11519.0,347,17,600495,
002354.SZ,天娱数科,-2.294,11500.5,348,33,002354,
601059.SH,信达证券,-1.086,11455.0,349,17,601059,
600530.SH,交大昂立,-3.677,11428.5,350,17,600530,
002596.SZ,海南瑞泽,7.493,11408.5,351,33,002596,
837748.BJ,路桥信息,3.897,11401.5,352,151,837748,
001268.SZ,联合精密,2.680,11395.0,353,33,001268,
002246.SZ,北化股份,1.158,11342.0,354,33,002246,
601398.SH,工商银行,0.141,11305.5,355,17,601398,
601899.SH,紫金矿业,1.454,11270.5,356,17,601899,
000958.SZ,电投产融,0.426,11267.5,357,33,000958,
002097.SZ,山河智能,2.424,11253.5,358,33,002097,
600249.SH,两面针,0.779,11175.5,359,17,600249,
300386.SZ,飞天诚信,1.160,11147.5,360,33,300386,
300927.SZ,江天化学,6.900,11146.0,361,33,300927,
002530.SZ,金财互联,-2.150,11138.0,362,33,002530,
000573.SZ,粤宏远A,0.221,11134.0,363,33,000573,
000100.SZ,TCL科技,0.233,11117.0,364,33,000100,
000561.SZ,烽火电子,-0.332,11114.0,365,33,000561,
300542.SZ,新晨科技,2.342,11078.5,366,33,300542,
601198.SH,东兴证券,-1.330,11060.5,367,17,601198,
300311.SZ,任子行,3.906,11037.5,368,33,300311,
002313.SZ,日海智能,-5.666,10996.0,370,33,002313,
600580.SH,卧龙电驱,-1.511,10996.0,369,17,600580,
300575.SZ,中旗股份,3.561,10995.5,371,33,300575,
000525.SZ,ST红太阳,4.365,10989.0,372,33,000525,
600448.SH,华纺股份,-5.412,10945.0,373,17,600448,
002891.SZ,中宠股份,-8.800,10921.5,374,33,002891,
002866.SZ,传艺科技,0.866,10896.5,375,33,002866,
002105.SZ,信隆健康,-5.654,10885.0,376,33,002105,
002096.SZ,易普力,4.799,10879.0,377,33,002096,
000938.SZ,紫光股份,0.000,10867.5,378,33,000938,
300149.SZ,睿智医药,-4.429,10829.5,379,33,300149,
002809.SZ,红墙股份,0.077,10820.5,380,33,002809,
600551.SH,时代出版,-6.080,10814.5,381,17,600551,
600571.SH,信雅达,-1.842,10781.0,382,17,600571,
600459.SH,贵研铂业,6.616,10740.5,383,17,600459,
002281.SZ,光迅科技,0.848,10731.0,384,33,002281,
600281.SH,华阳新材,2.196,10721.0,385,17,600281,
600531.SH,豫光金铅,6.519,10685.0,386,17,600531,
600150.SH,中国船舶,0.033,10667.5,387,17,600150,
002721.SZ,ST金一,5.016,10667.0,388,33,002721,
300581.SZ,晨曦航空,2.815,10651.5,389,33,300581,
600744.SH,华银电力,-0.655,10600.5,390,17,600744,
601162.SH,天风证券,-0.995,10544.5,391,17,601162,
601211.SH,国泰海通,0.380,10527.5,392,17,601211,
605018.SH,长华集团,2.886,10477.5,393,17,605018,
603259.SH,药明康德,-0.744,10435.5,394,17,603259,
600990.SH,四创电子,-1.487,10366.5,395,17,600990,
002607.SZ,中公教育,-1.347,10341.0,396,33,002607,
300191.SZ,潜能恒信,4.838,10324.0,397,33,300191,
603121.SH,华培动力,8.036,10321.5,398,17,603121,
600611.SH,大众交通,-3.216,10303.0,399,17,600611,
600893.SH,航发动力,-0.226,10290.5,400,17,600893,
002383.SZ,合众思壮,-1.957,10281.0,401,33,002383,
601919.SH,中远海控,0.063,10244.5,402,17,601919,
603477.SH,巨星农牧,3.506,10193.0,403,17,603477,
002122.SZ,汇洲智能,-1.905,10191.0,404,33,002122,
002611.SZ,东方精工,-2.825,10189.5,405,33,002611,
603681.SH,永冠新材,-5.057,10147.0,406,17,603681,
002920.SZ,德赛西威,-2.076,10135.0,407,33,002920,
002553.SZ,南方精工,-2.114,10124.0,408,33,002553,
601988.SH,中国银行,-0.366,10030.5,409,17,601988,
002601.SZ,龙佰集团,0.425,10010.5,410,33,002601,
688158.SH,优刻得,7.491,10006.0,411,17,688158,
600678.SH,四川金顶,-0.720,9965.5,412,17,600678,
002600.SZ,领益智造,-1.058,9959.0,413,33,002600,
601360.SH,三六零,-0.676,9872.0,414,17,601360,
601579.SH,会稽山,-1.030,9853.0,415,17,601579,
000564.SZ,供销大集,-0.410,9843.0,416,33,000564,
300251.SZ,光线传媒,-0.500,9827.5,417,33,300251,
603072.SH,天和磁材,-1.308,9820.0,418,17,603072,
601888.SH,中国中免,0.424,9790.5,419,17,601888,
002583.SZ,海能达,-0.957,9785.0,420,33,002583,
002574.SZ,明牌珠宝,-7.050,9759.0,421,33,002574,
600986.SH,浙文互联,-1.273,9753.5,422,17,600986,
000677.SZ,恒天海龙,-4.472,9720.5,423,33,000677,
600602.SH,云赛智联,0.096,9709.0,424,17,600602,
300578.SZ,会畅通讯,3.933,9703.0,426,33,300578,
603256.SH,宏和科技,-7.631,9703.0,425,17,603256,
002565.SZ,顺灏股份,-0.815,9676.5,427,33,002565,
600789.SH,鲁抗医药,-0.819,9636.0,428,17,600789,
300865.SZ,大宏立,-1.419,9629.5,429,33,300865,
000818.SZ,航锦科技,0.875,9617.5,430,33,000818,
301188.SZ,力诺药包,8.850,9599.5,431,33,301188,
601069.SH,西部黄金,-0.208,9586.0,432,17,601069,
002714.SZ,牧原股份,0.833,9570.5,433,33,002714,
000062.SZ,深圳华强,-0.652,9531.5,434,33,000062,
002065.SZ,东华软件,-0.321,9506.5,435,33,002065,
600161.SH,天坛生物,4.730,9500.5,436,17,600161,
000710.SZ,贝瑞基因,-0.897,9475.0,437,33,000710,
603359.SH,东珠生态,-3.165,9471.0,438,17,603359,
000670.SZ,盈方微,1.754,9420.5,439,33,000670,
002085.SZ,万丰奥威,-1.113,9394.0,440,33,002085,
301024.SZ,霍普股份,-14.389,9390.5,441,33,301024,
300085.SZ,银之杰,-2.612,9371.0,442,33,300085,
300442.SZ,润泽科技,0.871,9368.5,443,33,300442,
300738.SZ,奥飞数据,0.188,9366.5,444,33,300738,
002730.SZ,电光科技,-0.514,9335.0,445,33,002730,
300355.SZ,蒙草生态,2.771,9327.5,446,33,300355,
000539.SZ,粤电力A,-1.863,9306.5,447,33,000539,
605303.SH,园林股份,7.644,9285.0,448,17,605303,
300418.SZ,昆仑万维,-1.450,9274.0,449,33,300418,
605020.SH,永和股份,6.564,9254.5,450,17,605020,
002682.SZ,龙洲股份,-3.937,9165.5,451,33,002682,
300364.SZ,中文在线,-1.208,9164.0,452,33,300364,
001696.SZ,宗申动力,-2.173,9151.5,453,33,001696,
301082.SZ,久盛电气,-6.833,9139.5,454,33,301082,
600326.SH,西藏天路,3.321,9126.5,455,17,600326,
002763.SZ,汇洁股份,4.797,9077.0,456,33,002763,
003042.SZ,中农联合,2.933,9070.0,457,33,003042,
001234.SZ,泰慕士,4.407,9067.5,458,33,001234,
600770.SH,综艺股份,-1.982,9064.0,459,17,600770,
300750.SZ,宁德时代,-1.042,9058.5,460,33,300750,
600690.SH,海尔智家,0.486,9031.5,461,17,600690,
300490.SZ,华自科技,5.853,9028.5,462,33,300490,
603305.SH,旭升集团,-1.767,8998.5,463,17,603305,
688981.SH,中芯国际,0.201,8977.5,464,17,688981,
300895.SZ,铜牛信息,4.511,8924.0,465,33,300895,
300925.SZ,法本信息,3.660,8920.5,466,33,300925,
