股票代码,股票简称,最新涨跌幅,个股热度[20250609],个股热度排名[20250609],market_code,code,最新价
300061.SZ,旗天科技,-2.443,3528.5,1232,33,300061,
000661.SZ,长春高新,-1.961,3526.5,1233,33,000661,
600754.SH,锦江酒店,-0.517,3524.0,1234,17,600754,
603178.SH,圣龙股份,-1.483,3523.0,1235,17,603178,
688122.SH,西部超导,0.326,3521.5,1236,17,688122,
003005.SZ,竞业达,-3.670,3520.0,1237,33,003005,
000628.SZ,高新发展,-0.314,3518.5,1238,33,000628,
002576.SZ,通达动力,0.307,3512.5,1239,33,002576,
601225.SH,陕西煤业,-0.199,3511.0,1240,17,601225,
301501.SZ,恒鑫生活,-7.999,3502.5,1241,33,301501,
300322.SZ,硕贝德,-2.785,3502.0,1242,33,300322,
871634.BJ,新威凌,13.861,3500.5,1243,151,871634,
834021.BJ,流金科技,3.841,3500.0,1244,151,834021,
000983.SZ,山西焦煤,0.320,3499.5,1245,33,000983,
002658.SZ,雪迪龙,-1.781,3498.5,1246,33,002658,
002707.SZ,众信旅游,0.265,3497.0,1248,33,002707,
300287.SZ,飞利信,-0.365,3497.0,1247,33,300287,
002587.SZ,奥拓电子,0.321,3496.5,1249,33,002587,
603983.SH,丸美生物,-0.237,3496.0,1250,17,603983,
603666.SH,亿嘉和,-1.232,3494.0,1251,17,603666,
000547.SZ,航天发展,0.000,3491.5,1252,33,000547,
002909.SZ,集泰股份,0.479,3486.5,1253,33,002909,
300691.SZ,联合光电,-3.921,3485.0,1254,33,300691,
601668.SH,中国建筑,0.530,3484.0,1255,17,601668,
600843.SH,上工申贝,-1.236,3482.0,1256,17,600843,
600624.SH,复旦复华,1.667,3478.5,1257,17,600624,
000400.SZ,许继电气,0.561,3477.5,1258,33,000400,
603375.SH,盛景微,2.884,3474.5,1259,17,603375,
600759.SH,洲际油气,0.457,3474.0,1260,17,600759,
600338.SH,西藏珠峰,2.008,3467.5,1261,17,600338,
000166.SZ,申万宏源,-1.235,3465.5,1262,33,000166,
001337.SZ,四川黄金,1.004,3457.5,1263,33,001337,
603285.SH,键邦股份,3.439,3449.0,1264,17,603285,
001287.SZ,中电港,-0.443,3444.0,1266,33,001287,
300957.SZ,贝泰妮,-2.261,3444.0,1265,33,300957,
301263.SZ,泰恩康,0.065,3437.5,1267,33,301263,
002563.SZ,森马服饰,0.188,3436.5,1268,33,002563,
301665.SZ,泰禾股份,3.441,3434.5,1269,33,301665,
300148.SZ,天舟文化,-3.468,3431.0,1270,33,300148,
002821.SZ,凯莱英,-0.951,3429.0,1271,33,002821,
600702.SH,舍得酒业,-0.019,3426.0,1272,17,600702,
300121.SZ,阳谷华泰,-0.931,3422.5,1273,33,300121,
002303.SZ,美盈森,1.333,3420.5,1274,33,002303,
002831.SZ,裕同科技,2.792,3419.0,1275,33,002831,
002387.SZ,维信诺,-0.972,3409.5,1276,33,002387,
300397.SZ,天和防务,-0.408,3395.0,1277,33,300397,
300531.SZ,优博讯,-0.812,3390.5,1278,33,300531,
600329.SH,达仁堂,1.353,3388.5,1279,17,600329,
300810.SZ,中科海讯,0.298,3387.5,1280,33,300810,
603662.SH,柯力传感,-0.851,3375.0,1281,17,603662,
002368.SZ,太极股份,1.483,3373.0,1282,33,002368,
002239.SZ,奥特佳,0.000,3372.5,1283,33,002239,
603955.SH,大千生态,-1.745,3369.0,1284,17,603955,
002300.SZ,太阳电缆,-1.454,3368.0,1285,33,002300,
603369.SH,今世缘,1.032,3367.0,1286,17,603369,
601399.SH,国机重装,0.000,3366.5,1287,17,601399,
300276.SZ,三丰智能,-1.567,3365.5,1288,33,300276,
600039.SH,四川路桥,1.168,3354.0,1290,17,600039,
600775.SH,南京熊猫,0.201,3354.0,1289,17,600775,
300783.SZ,三只松鼠,-3.361,3352.0,1291,33,300783,
002183.SZ,怡亚通,-1.552,3349.5,1292,33,002183,
300471.SZ,厚普股份,2.495,3348.5,1293,33,300471,
300163.SZ,先锋新材,0.000,3347.5,1294,33,300163,
002562.SZ,兄弟科技,0.000,3343.5,1296,33,002562,
688520.SH,神州细胞,6.882,3343.5,1295,17,688520,
600711.SH,ST盛屯,1.235,3342.0,1297,22,600711,
300129.SZ,泰胜风能,-3.567,3341.0,1298,33,300129,
002268.SZ,电科网安,-0.677,3333.0,1299,33,002268,
000581.SZ,威孚高科,-0.847,3331.0,1300,33,000581,
300757.SZ,罗博特科,2.272,3330.5,1301,33,300757,
002036.SZ,联创电子,-1.060,3314.5,1302,33,002036,
601866.SH,中远海发,0.405,3314.0,1303,17,601866,
000039.SZ,中集集团,-0.129,3309.5,1304,33,000039,
000029.SZ,深深房A,1.049,3308.5,1305,33,000029,
300563.SZ,神宇股份,1.398,3305.5,1306,33,300563,
600692.SH,亚通股份,3.868,3304.0,1307,17,600692,
601168.SH,西部矿业,1.613,3299.0,1308,17,601168,
300444.SZ,双杰电气,-2.158,3298.5,1309,33,300444,
300760.SZ,迈瑞医疗,-1.190,3297.0,1310,33,300760,
300520.SZ,科大国创,-3.218,3289.0,1311,33,300520,
000999.SZ,华润三九,-0.999,3288.0,1312,33,000999,
601066.SH,中信建投,-1.309,3285.5,1313,17,601066,
002575.SZ,群兴玩具,-0.925,3284.0,1314,33,002575,
600721.SH,百花医药,0.000,3283.0,1315,17,600721,
600982.SH,宁波能源,0.433,3280.5,1316,17,600982,
300071.SZ,福石控股,1.629,3278.5,1317,33,300071,
300075.SZ,数字政通,-1.518,3275.0,1318,33,300075,
002542.SZ,中化岩土,-0.314,3268.0,1319,33,002542,
000521.SZ,长虹美菱,1.353,3265.0,1321,33,000521,
002056.SZ,横店东磁,0.000,3265.0,1320,33,002056,
600021.SH,上海电力,0.114,3260.0,1322,17,600021,
000698.SZ,沈阳化工,2.933,3259.5,1323,33,000698,
301500.SZ,飞南资源,3.483,3254.5,1324,33,301500,
600202.SH,哈空调,-1.770,3253.0,1326,17,600202,
600973.SH,宝胜股份,-0.977,3253.0,1325,17,600973,
600979.SH,广安爱众,-0.377,3251.5,1327,17,600979,
600239.SH,云南城投,2.500,3249.5,1328,17,600239,
002316.SZ,ST亚联,4.965,3248.5,1329,33,002316,
300181.SZ,佐力药业,-0.641,3248.0,1330,33,300181,
300253.SZ,卫宁健康,-1.850,3245.0,1331,33,300253,
300240.SZ,飞力达,-0.921,3244.5,1332,33,300240,
002892.SZ,科力尔,-0.370,3243.0,1333,33,002892,
300825.SZ,阿尔特,-0.287,3242.0,1334,33,300825,
601666.SH,平煤股份,-0.470,3241.5,1335,17,601666,
000560.SZ,我爱我家,-0.641,3241.0,1336,33,000560,
300747.SZ,锐科激光,-1.737,3236.0,1337,33,300747,
300302.SZ,同有科技,2.289,3233.5,1338,33,300302,
002733.SZ,雄韬股份,0.064,3233.0,1339,33,002733,
600975.SH,新五丰,0.330,3224.5,1340,17,600975,
000993.SZ,闽东电力,-0.101,3221.5,1342,33,000993,
002975.SZ,博杰股份,1.727,3221.5,1341,33,002975,
002120.SZ,韵达股份,1.739,3215.5,1343,33,002120,
002469.SZ,三维化学,0.965,3215.0,1344,33,002469,
600425.SH,青松建化,3.270,3213.0,1345,17,600425,
300796.SZ,贝斯美,-2.059,3211.5,1346,33,300796,
603069.SH,海汽集团,2.463,3210.5,1347,17,603069,
872808.BJ,曙光数创,,3207.0,1348,151,872808,
000669.SZ,ST金鸿,5.159,3198.0,1349,33,000669,
603110.SH,东方材料,-0.547,3197.5,1350,17,603110,
603288.SH,海天味业,-0.627,3195.0,1351,17,603288,
002066.SZ,瑞泰科技,0.593,3185.0,1352,33,002066,
600661.SH,昂立教育,1.070,3171.5,1353,17,600661,
603004.SH,鼎龙科技,0.986,3166.0,1354,17,603004,
300212.SZ,易华录,0.678,3161.5,1355,33,300212,
002713.SZ,*ST东易,0.000,3161.0,1357,33,002713,
300434.SZ,金石亚药,-1.393,3161.0,1356,33,300434,
002598.SZ,山东章鼓,0.373,3154.5,1358,33,002598,
002978.SZ,安宁股份,4.934,3153.5,1359,33,002978,
001318.SZ,阳光乳业,-0.805,3150.5,1360,33,001318,
603663.SH,三祥新材,-1.574,3145.5,1361,17,603663,
688012.SH,中微公司,0.006,3144.5,1362,17,688012,
603616.SH,韩建河山,3.668,3141.5,1363,17,603616,
002294.SZ,信立泰,0.966,3134.5,1364,33,002294,
002908.SZ,德生科技,-0.106,3133.0,1365,33,002908,
001301.SZ,尚太科技,3.059,3131.5,1366,33,001301,
601136.SH,首创证券,-0.784,3126.5,1367,17,601136,
871396.BJ,常辅股份,3.269,3123.0,1368,151,871396,
000776.SZ,广发证券,-0.664,3119.0,1369,33,000776,
002923.SZ,润都股份,-1.544,3118.0,1370,33,002923,
688800.SH,瑞可达,0.315,3114.5,1371,17,688800,
605117.SH,德业股份,-0.192,3107.5,1372,17,605117,
688552.SH,航天南湖,-2.957,3107.0,1373,17,688552,
871263.BJ,莱赛激光,1.024,3103.0,1374,151,871263,
688648.SH,中邮科技,-3.519,3101.0,1375,17,688648,
001222.SZ,源飞宠物,-1.874,3099.5,1376,33,001222,
300290.SZ,荣科科技,1.189,3098.0,1377,33,300290,
000541.SZ,佛山照明,-0.642,3093.5,1378,33,000541,
002856.SZ,美芝股份,-0.835,3092.5,1379,33,002856,
300069.SZ,金利华电,-0.402,3088.5,1380,33,300069,
301382.SZ,蜂助手,1.462,3085.0,1381,33,301382,
300634.SZ,彩讯股份,-1.586,3084.0,1382,33,300634,
300567.SZ,精测电子,3.395,3082.5,1383,33,300567,
300317.SZ,珈伟新能,1.795,3081.0,1384,33,300317,
000967.SZ,盈峰环境,-4.184,3078.0,1385,33,000967,
601609.SH,金田股份,1.534,3077.5,1386,17,601609,
301260.SZ,格力博,-3.485,3072.0,1387,33,301260,
300136.SZ,信维通信,-2.930,3068.0,1388,33,300136,
002609.SZ,捷顺科技,-3.757,3066.0,1390,33,002609,
600501.SH,航天晨光,0.158,3066.0,1389,17,600501,
300373.SZ,扬杰科技,0.020,3063.0,1391,33,300373,
600027.SH,华电国际,0.344,3059.0,1392,17,600027,
000010.SZ,美丽生态,2.244,3057.0,1393,33,000010,
600560.SH,金自天正,0.581,3055.0,1394,17,600560,
300918.SZ,南山智尚,-3.480,3054.0,1395,33,300918,
300379.SZ,*ST东通,-0.368,3050.5,1396,33,300379,
300836.SZ,佰奥智能,3.615,3049.0,1397,33,300836,
300285.SZ,国瓷材料,-0.725,3048.5,1398,33,300285,
300119.SZ,瑞普生物,-6.113,3043.5,1399,33,300119,
000425.SZ,徐工机械,1.008,3043.0,1401,33,000425,
002396.SZ,星网锐捷,0.661,3043.0,1400,33,002396,
600351.SH,亚宝药业,1.792,3042.0,1402,17,600351,
600547.SH,山东黄金,0.430,3041.0,1403,17,600547,
301392.SZ,汇成真空,-7.954,3040.0,1404,33,301392,
000605.SZ,渤海股份,-0.140,3039.0,1405,33,000605,
002416.SZ,爱施德,-0.959,3038.5,1407,33,002416,
002779.SZ,中坚科技,-2.087,3038.5,1406,33,002779,
002979.SZ,雷赛智能,-1.313,3033.0,1408,33,002979,
600053.SH,九鼎投资,-0.590,3029.0,1409,17,600053,
600774.SH,汉商集团,-1.348,3028.5,1410,17,600774,
300829.SZ,金丹科技,0.357,3028.0,1411,33,300829,
600119.SH,长江投资,-0.694,3025.5,1412,17,600119,
000721.SZ,西安饮食,0.571,3021.0,1413,33,000721,
688206.SH,概伦电子,-4.125,3020.5,1414,17,688206,
600728.SH,佳都科技,-0.369,3018.0,1415,17,600728,
300132.SZ,青松股份,-1.887,3012.0,1416,33,300132,
002373.SZ,千方科技,0.105,3007.0,1417,33,002373,
603070.SH,万控智造,3.183,3005.5,1418,17,603070,
300012.SZ,华测检测,-0.792,3003.5,1419,33,300012,
600216.SH,浙江医药,-1.396,3000.5,1420,17,600216,
000955.SZ,欣龙控股,2.586,2996.0,1421,33,000955,
605151.SH,西上海,-0.485,2994.5,1422,17,605151,
002410.SZ,广联达,-0.208,2993.0,1423,33,002410,
600426.SH,华鲁恒升,3.156,2992.0,1424,17,600426,
300803.SZ,指南针,-1.313,2990.0,1425,33,300803,
002099.SZ,海翔药业,-0.508,2988.5,1427,33,002099,
603696.SH,安记食品,-1.709,2988.5,1426,17,603696,
301479.SZ,弘景光电,2.052,2987.5,1428,33,301479,
300207.SZ,欣旺达,-1.023,2987.0,1429,33,300207,
300941.SZ,创识科技,-1.169,2977.0,1430,33,300941,
603379.SH,三美股份,2.058,2975.5,1431,17,603379,
600841.SH,动力新科,-3.378,2973.0,1432,17,600841,
600543.SH,莫高股份,-1.396,2972.0,1433,17,600543,
002554.SZ,惠博普,3.731,2970.5,1434,33,002554,
002202.SZ,金风科技,0.430,2965.0,1435,33,002202,
600320.SH,振华重工,-0.453,2958.5,1436,17,600320,
603818.SH,曲美家居,2.865,2953.5,1438,17,603818,
873305.BJ,九菱科技,-1.025,2953.5,1437,151,873305,
603283.SH,赛腾股份,-1.149,2952.5,1439,17,603283,
603198.SH,迎驾贡酒,0.000,2950.0,1440,17,603198,
002127.SZ,南极电商,-1.683,2945.0,1441,33,002127,
600435.SH,北方导航,-1.257,2943.0,1442,17,600435,
605069.SH,正和生态,-0.359,2934.0,1443,17,605069,
000973.SZ,佛塑科技,-1.082,2928.5,1444,33,000973,
301281.SZ,科源制药,1.141,2928.0,1445,33,301281,
300913.SZ,兆龙互连,0.137,2923.5,1446,33,300913,
002588.SZ,史丹利,1.613,2923.0,1448,33,002588,
002961.SZ,瑞达期货,-2.590,2923.0,1447,33,002961,
300454.SZ,深信服,1.606,2916.5,1449,33,300454,
600008.SH,首创环保,0.629,2915.5,1450,17,600008,
603257.SH,中国瑞林,1.019,2914.5,1451,17,603257,
300871.SZ,回盛生物,-2.542,2911.5,1452,33,300871,
603338.SH,浙江鼎力,-0.241,2910.5,1453,17,603338,
600379.SH,宝光股份,1.058,2909.0,1454,17,600379,
300102.SZ,乾照光电,0.086,2908.5,1455,33,300102,
301208.SZ,中亦科技,1.565,2906.0,1456,33,301208,
002867.SZ,周大生,-2.062,2905.5,1457,33,002867,
300600.SZ,国瑞科技,-5.906,2904.5,1458,33,300600,
600862.SH,中航高科,-0.516,2902.0,1459,17,600862,
603356.SH,华菱精工,2.549,2901.0,1460,17,603356,
600132.SH,重庆啤酒,-1.362,2900.5,1461,17,600132,
000055.SZ,方大集团,1.712,2898.0,1462,33,000055,
600137.SH,浪莎股份,0.055,2897.0,1463,17,600137,
600173.SH,卧龙新能,1.843,2893.5,1464,17,600173,
002271.SZ,东方雨虹,-0.539,2892.0,1465,33,002271,
833873.BJ,中设咨询,8.032,2890.0,1466,151,833873,
603595.SH,东尼电子,-0.360,2888.5,1467,17,603595,
600895.SH,张江高科,-0.437,2885.5,1468,17,600895,
002501.SZ,利源股份,-1.762,2884.5,1470,33,002501,
601611.SH,中国核建,0.000,2884.5,1469,17,601611,
300551.SZ,古鳌科技,-3.021,2884.0,1471,33,300551,
300177.SZ,中海达,-1.350,2882.0,1472,33,300177,
601519.SH,大智慧,-0.648,2878.5,1473,17,601519,
300344.SZ,ST立方,2.381,2876.5,1474,33,300344,
603809.SH,豪能股份,-1.437,2876.0,1475,17,603809,
300224.SZ,正海磁材,-0.540,2875.5,1476,33,300224,
001206.SZ,依依股份,-2.303,2875.0,1477,33,001206,
300896.SZ,爱美客,-1.267,2874.5,1478,33,300896,
002489.SZ,浙江永强,-0.524,2873.0,1480,33,002489,
688777.SH,中控技术,-0.221,2873.0,1479,17,688777,
002432.SZ,九安医疗,0.000,2870.0,1481,33,002432,
002461.SZ,珠江啤酒,-1.263,2869.5,1482,33,002461,
300591.SZ,万里马,-0.156,2869.0,1483,33,300591,
601058.SH,赛轮轮胎,0.000,2868.5,1484,17,601058,
301379.SZ,天山电子,5.536,2866.0,1485,33,301379,
000895.SZ,双汇发展,0.244,2865.5,1486,33,000895,
002697.SZ,红旗连锁,-1.085,2863.5,1487,33,002697,
603326.SH,我乐家居,2.920,2862.5,1488,17,603326,
002906.SZ,华阳集团,-0.777,2861.0,1489,33,002906,
603136.SH,天目湖,-1.099,2857.5,1490,17,603136,
600585.SH,海螺水泥,0.526,2856.5,1491,17,600585,
600025.SH,华能水电,0.309,2853.5,1492,17,600025,
002141.SZ,*ST贤丰,1.714,2843.5,1493,33,002141,
300142.SZ,沃森生物,-2.077,2843.0,1494,33,300142,
300078.SZ,思创医惠,-1.292,2839.0,1495,33,300078,
603610.SH,麒盛科技,-0.658,2838.5,1496,17,603610,
002063.SZ,远光软件,-0.340,2837.5,1497,33,002063,
002551.SZ,尚荣医疗,-0.263,2833.5,1498,33,002551,
688525.SH,佰维存储,0.470,2833.0,1499,17,688525,
002567.SZ,唐人神,0.209,2826.0,1502,33,002567,
300338.SZ,*ST开元,-1.602,2826.0,1501,33,300338,
300378.SZ,鼎捷数智,0.426,2826.0,1500,33,300378,
002197.SZ,ST证通,2.589,2823.5,1504,33,002197,
300245.SZ,天玑科技,0.237,2823.5,1503,33,300245,
300048.SZ,合康新能,1.975,2821.0,1505,33,300048,
301033.SZ,迈普医学,-9.287,2817.5,1506,33,301033,
605189.SH,富春染织,4.893,2810.0,1507,17,605189,
002603.SZ,以岭药业,-0.276,2809.0,1509,33,002603,
300617.SZ,安靠智电,-3.894,2809.0,1508,33,300617,
301322.SZ,绿通科技,-5.344,2806.0,1510,33,301322,
600732.SH,爱旭股份,-0.183,2801.5,1511,17,600732,
000813.SZ,德展健康,0.599,2801.0,1513,33,000813,
000937.SZ,冀中能源,1.674,2801.0,1512,33,000937,
000503.SZ,国新健康,-0.579,2800.0,1514,33,000503,
600368.SH,五洲交通,-0.226,2799.0,1515,17,600368,
600478.SH,科力远,-0.203,2798.5,1516,17,600478,
603162.SH,海通发展,1.086,2796.0,1517,17,603162,
300479.SZ,神思电子,-1.103,2795.0,1518,33,300479,
600497.SH,驰宏锌锗,1.152,2793.5,1519,17,600497,
600303.SH,曙光股份,2.683,2789.0,1520,17,600303,
601825.SH,沪农商行,0.301,2788.5,1521,17,601825,
300622.SZ,博士眼镜,-0.835,2787.5,1522,33,300622,
300073.SZ,当升科技,0.492,2785.5,1523,33,300073,
600066.SH,宇通客车,0.873,2784.0,1524,17,600066,
920116.BJ,星图测控,0.958,2782.5,1525,151,920116,
300324.SZ,旋极信息,0.256,2780.5,1526,33,300324,
600616.SH,金枫酒业,-0.511,2780.0,1527,17,600616,
600096.SH,云天化,-1.023,2777.0,1528,17,600096,
601878.SH,浙商证券,-0.931,2776.5,1529,17,601878,
603979.SH,金诚信,3.063,2772.5,1530,17,603979,
300162.SZ,雷曼光电,-2.159,2768.5,1531,33,300162,
600801.SH,华新水泥,2.029,2764.5,1532,17,600801,
002151.SZ,北斗星通,-1.054,2763.5,1533,33,002151,
600026.SH,中远海能,0.299,2762.5,1534,17,600026,
603825.SH,华扬联众,0.696,2760.0,1535,17,603825,
603713.SH,密尔克卫,2.111,2759.5,1536,17,603713,
603506.SH,南都物业,-1.786,2759.5,1537,17,603506,
300243.SZ,瑞丰高材,0.292,2757.0,1538,33,300243,
000980.SZ,众泰汽车,0.490,2756.5,1539,33,000980,
301098.SZ,金埔园林,4.200,2751.0,1540,33,301098,
002616.SZ,长青集团,0.324,2750.5,1542,33,002616,
603660.SH,苏州科达,0.566,2750.5,1541,17,603660,
002129.SZ,TCL中环,-0.266,2750.0,1543,33,002129,
688070.SH,纵横股份,-0.273,2748.0,1544,17,688070,
002858.SZ,力盛体育,-3.150,2741.5,1546,33,002858,
300200.SZ,高盟新材,-3.208,2741.5,1545,33,300200,
300671.SZ,富满微,0.583,2740.5,1547,33,300671,
300604.SZ,长川科技,0.260,2739.0,1548,33,300604,
600023.SH,浙能电力,0.188,2738.0,1550,17,600023,
603270.SH,金帝股份,-0.329,2738.0,1549,17,603270,
000753.SZ,漳州发展,-0.390,2737.5,1551,33,000753,
603661.SH,恒林股份,0.292,2729.5,1552,17,603661,
605376.SH,博迁新材,5.639,2725.5,1553,17,605376,
002762.SZ,*ST金比,,2714.0,1555,33,002762,
300430.SZ,诚益通,-0.154,2714.0,1554,33,300430,
002157.SZ,正邦科技,-0.361,2713.5,1556,33,002157,
000656.SZ,*ST金科,-1.342,2712.5,1557,33,000656,
600396.SH,华电辽能,0.645,2711.5,1559,17,600396,
603890.SH,春秋电子,0.171,2711.5,1558,17,603890,
000505.SZ,京粮控股,1.703,2710.0,1560,33,000505,
000783.SZ,长江证券,-0.595,2709.5,1561,33,000783,
002008.SZ,大族激光,-0.553,2708.5,1562,33,002008,
600863.SH,内蒙华电,-0.721,2708.0,1563,17,600863,
603193.SH,润本股份,-4.737,2707.5,1564,17,603193,
603528.SH,多伦科技,-0.602,2706.0,1565,17,603528,
002898.SZ,*ST赛隆,-4.538,2698.5,1566,33,002898,
689009.SH,九号公司,-6.314,2697.0,1567,17,689009,
601319.SH,中国人保,-1.074,2696.5,1568,17,601319,
603899.SH,晨光股份,-0.724,2695.5,1569,17,603899,
002579.SZ,中京电子,-2.657,2690.0,1570,33,002579,
603456.SH,九洲药业,-1.399,2689.5,1571,17,603456,
000839.SZ,中信国安,0.744,2688.5,1572,33,000839,
603132.SH,金徽股份,3.072,2685.0,1573,17,603132,
002517.SZ,恺英网络,-1.290,2681.5,1574,33,002517,
002249.SZ,大洋电机,-0.749,2681.0,1575,33,002249,
002690.SZ,美亚光电,0.170,2679.5,1576,33,002690,
002786.SZ,银宝山新,0.889,2678.5,1577,33,002786,
600743.SH,华远控股,-0.451,2675.5,1578,17,600743,
002956.SZ,西麦食品,-5.072,2674.5,1579,33,002956,
603237.SH,五芳斋,-1.146,2669.5,1580,17,603237,
603119.SH,浙江荣泰,-1.734,2667.0,1581,17,603119,
000723.SZ,美锦能源,-0.232,2666.5,1582,33,000723,
001317.SZ,三羊马,-1.289,2664.5,1583,33,001317,
603444.SH,吉比特,-2.676,2664.0,1584,17,603444,
603316.SH,诚邦股份,3.519,2658.0,1585,17,603316,
001316.SZ,润贝航科,-0.047,2656.0,1586,33,001316,
300252.SZ,金信诺,-0.875,2647.5,1587,33,300252,
600227.SH,赤天化,2.146,2645.0,1588,17,600227,
002965.SZ,祥鑫科技,-2.136,2644.0,1589,33,002965,
301297.SZ,富乐德,-0.889,2643.5,1590,33,301297,
603063.SH,禾望电气,-1.716,2641.0,1591,17,603063,
000528.SZ,柳工,0.916,2634.0,1592,33,000528,
600916.SH,中国黄金,0.000,2629.5,1593,17,600916,
002709.SZ,天赐材料,-0.577,2627.0,1594,33,002709,
000899.SZ,赣能股份,-0.437,2623.5,1596,33,000899,
601229.SH,上海银行,-0.561,2623.5,1595,17,601229,
688017.SH,绿的谐波,-3.224,2620.0,1597,17,688017,
002566.SZ,益盛药业,-0.875,2619.0,1598,33,002566,
600546.SH,山煤国际,-1.232,2618.0,1599,17,600546,
603655.SH,朗博科技,3.717,2616.5,1600,17,603655,
000950.SZ,重药控股,-1.351,2616.0,1601,33,000950,
835174.BJ,五新隧装,4.581,2615.5,1602,151,835174,
605366.SH,宏柏新材,1.157,2613.5,1603,17,605366,
002719.SZ,麦趣尔,-1.283,2613.0,1605,33,002719,
300422.SZ,博世科,-2.718,2613.0,1604,33,300422,
001229.SZ,魅视科技,1.757,2610.0,1607,33,001229,
600638.SH,新黄浦,-0.701,2610.0,1606,17,600638,
300725.SZ,药石科技,-0.650,2609.0,1609,33,300725,
600535.SH,天士力,-0.670,2609.0,1608,17,600535,
002006.SZ,精工科技,-1.360,2608.0,1610,33,002006,
300533.SZ,冰川网络,-1.596,2605.5,1611,33,300533,
600089.SH,特变电工,-0.085,2604.0,1612,17,600089,
688302.SH,海创药业,8.017,2603.5,1613,17,688302,
002660.SZ,茂硕电源,1.730,2602.5,1615,33,002660,
600019.SH,宝钢股份,0.151,2602.5,1614,17,600019,
002221.SZ,东华能源,0.605,2601.5,1616,33,002221,
605255.SH,天普股份,0.275,2601.0,1617,17,605255,
002939.SZ,长城证券,-0.493,2598.5,1618,33,002939,
600470.SH,六国化工,0.337,2596.0,1619,17,600470,
300296.SZ,利亚德,-1.329,2595.0,1621,33,300296,
600188.SH,兖矿能源,-0.709,2595.0,1620,17,600188,
603077.SH,和邦生物,1.130,2593.5,1622,17,603077,
300952.SZ,恒辉安防,-7.445,2590.5,1623,33,300952,
300511.SZ,雪榕生物,1.077,2587.5,1624,33,300511,
002495.SZ,佳隆股份,1.859,2587.0,1625,33,002495,
002346.SZ,柘中股份,1.878,2582.5,1626,33,002346,
000504.SZ,*ST生物,5.007,2582.0,1628,33,000504,
003041.SZ,真爱美家,2.317,2582.0,1627,33,003041,
002626.SZ,金达威,0.166,2580.0,1629,33,002626,
603101.SH,汇嘉时代,0.343,2579.5,1630,17,603101,
003027.SZ,同兴科技,1.846,2577.5,1631,33,003027,
000800.SZ,一汽解放,-0.143,2577.0,1632,33,000800,
000738.SZ,航发控制,-0.204,2573.5,1633,33,000738,
600818.SH,中路股份,0.086,2572.5,1635,17,600818,
605100.SH,华丰股份,0.621,2572.5,1634,17,605100,
301301.SZ,川宁生物,-1.321,2572.0,1636,33,301301,
600664.SH,哈药股份,0.528,2565.0,1637,17,600664,
600129.SH,太极集团,-0.762,2564.5,1638,17,600129,
600817.SH,宇通重工,-0.502,2562.5,1639,17,600817,
600128.SH,苏豪弘业,-1.570,2561.0,1640,17,600128,
003007.SZ,直真科技,2.103,2559.5,1641,33,003007,
300892.SZ,品渥食品,-3.111,2558.5,1642,33,300892,
301089.SZ,拓新药业,-0.675,2555.5,1643,33,301089,
603000.SH,人民网,-0.149,2552.5,1644,17,603000,
301302.SZ,华如科技,1.182,2552.0,1645,33,301302,
002482.SZ,广田集团,1.658,2548.0,1646,33,002482,
002334.SZ,英威腾,-1.152,2544.5,1647,33,002334,
300376.SZ,ST易事特,2.473,2539.5,1649,33,300376,
600207.SH,安彩高科,0.000,2539.5,1648,17,600207,
300643.SZ,万通智控,-4.156,2538.0,1650,33,300643,
300328.SZ,宜安科技,-1.936,2537.5,1653,33,300328,
600059.SH,古越龙山,-1.100,2537.5,1652,17,600059,
600316.SH,洪都航空,0.289,2537.5,1651,17,600316,
600233.SH,圆通速递,1.506,2536.5,1654,17,600233,
000415.SZ,渤海租赁,0.303,2536.0,1655,33,000415,
301246.SZ,宏源药业,2.817,2533.5,1656,33,301246,
300083.SZ,创世纪,-1.115,2531.0,1657,33,300083,
000812.SZ,陕西金叶,1.071,2529.0,1658,33,000812,
301075.SZ,多瑞医药,-3.563,2526.5,1659,33,301075,
002446.SZ,盛路通信,-1.289,2522.5,1660,33,002446,
601231.SH,环旭电子,-1.014,2517.0,1661,17,601231,
002458.SZ,益生股份,0.000,2514.0,1662,33,002458,
601929.SH,吉视传媒,-0.538,2513.0,1663,17,601929,
002925.SZ,盈趣科技,-3.312,2509.0,1664,33,002925,
300031.SZ,宝通科技,-2.088,2507.0,1666,33,300031,
301155.SZ,海力风电,4.021,2507.0,1665,33,301155,
300004.SZ,南风股份,-0.858,2505.0,1667,33,300004,
603151.SH,邦基科技,,2504.5,1668,17,603151,
601628.SH,中国人寿,0.679,2503.5,1669,17,601628,
300858.SZ,科拓生物,-3.858,2501.0,1670,33,300858,
301206.SZ,三元生物,-1.327,2499.5,1671,33,301206,
600285.SH,羚锐制药,0.167,2499.0,1672,17,600285,
300233.SZ,金城医药,-1.011,2496.5,1673,33,300233,
688332.SH,中科蓝讯,5.273,2495.5,1674,17,688332,
300248.SZ,新开普,-1.617,2494.0,1676,33,300248,
603395.SH,红四方,0.320,2494.0,1675,17,603395,
300450.SZ,先导智能,-0.100,2493.0,1678,33,300450,
601567.SH,三星医疗,-0.223,2493.0,1677,17,601567,
301016.SZ,雷尔伟,4.316,2492.0,1679,33,301016,
000856.SZ,冀东装备,0.290,2490.0,1681,33,000856,
002176.SZ,江特电机,0.288,2490.0,1680,33,002176,
